Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
157,"{
""Reasoning"": ""Parsons argues that political parties cannot be trusted due to inherent human fallibility. She explicitly states that 'men will abuse power when they possess it' and emphasizes 'the faults, failings, shortcomings, aspirations and ambitions of fallible man' as the core reason parties prioritize retaining power over keeping promises. This directly aligns with Option A. Other options (deals with opponents, sacrificing ideals, internal conflicts) are unmentioned in the passage."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Parsons argues that political parties cannot be trusted due to inherent human fallibility. She explicitly states that 'men will abuse power when they possess it' and emphasizes 'the faults, failings, shortcomings, aspirations and ambitions of fallible man' as the core reason parties prioritize retaining power over keeping promises. This directly aligns with Option A. Other options (deals with opponents, sacrificing ideals, internal conflicts) are unmentioned in the passage.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
158,"{
""Reasoning"": ""Parsons argues that any government or ruling party inevitably concentrates power to suppress dissent ('silencing the voice of discontent') and maintain control, regardless of competing parties. He explicitly states that parties in power build 'powerful machine[s]' to 'crush all opposition' (paragraph 3) and fears entrusting authority to any majority party. Options B, C, and D lack direct support. High confidence as this is the passage's central thesis."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Parsons argues that any government or ruling party inevitably concentrates power to suppress dissent ('silencing the voice of discontent') and maintain control, regardless of competing parties. He explicitly states that parties in power build 'powerful machine[s]' to 'crush all opposition' (paragraph 3) and fears entrusting authority to any majority party. Options B, C, and D lack direct support. High confidence as this is the passage's central thesis.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
160,"{
  ""Reasoning"": ""The passage details an experimental study on woodpecker finches, focusing on how tool use develops through genetic predisposition rather than social learning. It contrasts findings with primates and New Caledonian crows but centers on the finches' development process. While minor comparisons exist, the core purpose is explaining the mechanisms (genetic + individual learning) behind tool-use development in this species. Option D directly captures this focus."",
  ""Answer"": ""D"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.2,
  ""D"": 0.6
}",D,True,False,"The passage details an experimental study on woodpecker finches, focusing on how tool use develops through genetic predisposition rather than social learning. It contrasts findings with primates and New Caledonian crows but centers on the finches' development process. While minor comparisons exist, the core purpose is explaining the mechanisms (genetic + individual learning) behind tool-use development in this species. Option D directly captures this focus.",D,0.1,0.1,0.2,0.6,0.0,D,deepseek_r1,sat_en
159,"{
  ""Reasoning"": ""The passage explicitly states Parsons turned to anarchism because 'in its philosophy I believe I can find the proper conditions for the fullest development of the individual units in society'. Option C directly mirrors this language. A/B/D are unsupported: wealth distribution (A), social status (B), and leadership structures (D) contradict anarchism's anti-authority principles."",
  ""Answer"": ""C"",
  ""A"": 0.0,
  ""B"": 0.0,
  ""C"": 0.99,
  ""D"": 0.01
}",C,True,False,"The passage explicitly states Parsons turned to anarchism because 'in its philosophy I believe I can find the proper conditions for the fullest development of the individual units in society'. Option C directly mirrors this language. A/B/D are unsupported: wealth distribution (A), social status (B), and leadership structures (D) contradict anarchism's anti-authority principles.",C,0.0,0.0,0.99,0.01,0.0,C,deepseek_r1,sat_en
161,"{
  ""Reasoning"": ""The experiment used split broods, ensuring that chicks in both groups were siblings, thus minimizing genetic and initial environmental differences. This design isolates the variable of social learning (exposure to a tool-using model) as the key difference between groups, directly supporting option A. Other options are unaddressed (B, D) or contradicted (C, as tool availability influenced behavior). High confidence due to explicit experimental design."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The experiment used split broods, ensuring that chicks in both groups were siblings, thus minimizing genetic and initial environmental differences. This design isolates the variable of social learning (exposure to a tool-using model) as the key difference between groups, directly supporting option A. Other options are unaddressed (B, D) or contradicted (C, as tool availability influenced behavior). High confidence due to explicit experimental design.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
162,"{
  ""Reasoning"": ""The passage states that primates develop tool use via social learning, implying young primates frequently observe others using tools. Options B, C, and D lack direct support: B contradicts the necessity of social learning; C isn't mentioned; D describes woodpecker finches' individual learning, not primates."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The passage states that primates develop tool use via social learning, implying young primates frequently observe others using tools. Options B, C, and D lack direct support: B contradicts the necessity of social learning; C isn't mentioned; D describes woodpecker finches' individual learning, not primates.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
138,"{
""Reasoning"": ""The passage discusses Vesta as a differentiated asteroid and one of the few large survivors, while noting the asteroid belt is a mix of primitive (carbonaceous) bodies and iron fragments. Among the actual four largest asteroids (Ceres, Vesta, Pallas, Hygiea), Ceres and Hygiea are both carbonaceous (C-type), supporting option D. Vesta's known V-type (contradicting A), carbon presence in Ceres/Pallas/Hygiea (contradicting B), and absence of K-types (contradicting C) further align with D. Confidence is high as the passage implies composition and survival patterns."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.0,
""C"": 0.0,
""D"": 1.0
}",D,True,False,"The passage discusses Vesta as a differentiated asteroid and one of the few large survivors, while noting the asteroid belt is a mix of primitive (carbonaceous) bodies and iron fragments. Among the actual four largest asteroids (Ceres, Vesta, Pallas, Hygiea), Ceres and Hygiea are both carbonaceous (C-type), supporting option D. Vesta's known V-type (contradicting A), carbon presence in Ceres/Pallas/Hygiea (contradicting B), and absence of K-types (contradicting C) further align with D. Confidence is high as the passage implies composition and survival patterns.",D,0.0,0.0,0.0,1.0,0.0,D,deepseek_r1,sat_en
163,"{
""Reasoning"": ""The passage states the novel levering technique emerged due to artificial crevices differing from natural ones, making the technique situation-specific and unobservable inside crevices. Since woodpecker finches are solitary with limited social learning opportunities, the technique's concealment supports individual learning as the mechanism. Options A (genetic variations), B (post-alteration behavior), and D (natural circumstances) lack direct textual support."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.1,
""C"": 0.7,
""D"": 0.1
}",C,True,False,"The passage states the novel levering technique emerged due to artificial crevices differing from natural ones, making the technique situation-specific and unobservable inside crevices. Since woodpecker finches are solitary with limited social learning opportunities, the technique's concealment supports individual learning as the mechanism. Options A (genetic variations), B (post-alteration behavior), and D (natural circumstances) lack direct textual support.",C,0.1,0.1,0.7,0.1,0.0,D,deepseek_r1,sat_en
165,"{
  ""Reasoning"": ""The passage states that five birds developed a unique levering technique after dropping tools into crevices. It explicitly notes that 'after initial success with this technique, the five birds significantly increased their use of this method.' This implies they succeeded after initial attempts (supporting D) and continued improving (contradicting B and C). While exact attempt counts aren't specified, the focus on 'initial success' implies failure on first tries, making D the most directly inferable option. Confidence is high as the conclusion aligns with the experiment's description."",
  ""Answer"": ""D"",
  ""A"": 0.1,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.8
}",D,True,False,"The passage states that five birds developed a unique levering technique after dropping tools into crevices. It explicitly notes that 'after initial success with this technique, the five birds significantly increased their use of this method.' This implies they succeeded after initial attempts (supporting D) and continued improving (contradicting B and C). While exact attempt counts aren't specified, the focus on 'initial success' implies failure on first tries, making D the most directly inferable option. Confidence is high as the conclusion aligns with the experiment's description.",D,0.1,0.05,0.05,0.8,0.0,A,deepseek_r1,sat_en
164,"{
  ""Reasoning"": ""The passage describes the experiment but does not include any numerical data from 'Table 1' or specify mean tool-use instances for either group. Without access to the referenced table or explicit data in the text, all options are equally plausible. Confidence is low due to missing information."",
  ""Answer"": ""C"",
  ""A"": 0.25,
  ""B"": 0.25,
  ""C"": 0.25,
  ""D"": 0.25
}",C,True,False,"The passage describes the experiment but does not include any numerical data from 'Table 1' or specify mean tool-use instances for either group. Without access to the referenced table or explicit data in the text, all options are equally plausible. Confidence is low due to missing information.",C,0.25,0.25,0.25,0.25,0.0,C,deepseek_r1,sat_en
166,"{
""Reasoning"": ""The passage states that when Celia mentions Quisqueya dyes her hair, the narrator notes this was 'hardly news—I had assumed as much when I met her.' This confirms prior knowledge before the visit. Other options (A, B, C) are explicitly new information shared by Celia during the conversation."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.0,
""C"": 0.0,
""D"": 1.0
}",D,True,False,"The passage states that when Celia mentions Quisqueya dyes her hair, the narrator notes this was 'hardly news—I had assumed as much when I met her.' This confirms prior knowledge before the visit. Other options (A, B, C) are explicitly new information shared by Celia during the conversation.",D,0.0,0.0,0.0,1.0,0.0,D,deepseek_r1,sat_en
168,"{
  ""Reasoning"": ""Celia hesitates when asking about the narrator's daughter's school ('Celia trailed off, as though she didn’t want to say it out loud'), implying she already knew the answer was Evers. Her follow-up comment ('I’ve heard it’s a good school') confirms prior knowledge. No other options are supported by pre-visit evidence."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.0,
  ""D"": 0.05
}",B,True,False,"Celia hesitates when asking about the narrator's daughter's school ('Celia trailed off, as though she didn’t want to say it out loud'), implying she already knew the answer was Evers. Her follow-up comment ('I’ve heard it’s a good school') confirms prior knowledge. No other options are supported by pre-visit evidence.",B,0.1,0.85,0.0,0.05,0.0,B,deepseek_r1,sat_en
167,"{
""Reasoning"": ""The passage explicitly states the narrator recognizes Mayor from the store (in-person encounter) and sees Enrique for the first time in the photo Celia shows her. No interactions with the narrator's daughter or soccer are mentioned. This directly supports option C with high confidence."",
""Answer"": ""C"",
""A"": 0.0,
""B"": 0.0,
""C"": 1.0,
""D"": 0.0
}",C,True,False,The passage explicitly states the narrator recognizes Mayor from the store (in-person encounter) and sees Enrique for the first time in the photo Celia shows her. No interactions with the narrator's daughter or soccer are mentioned. This directly supports option C with high confidence.,C,0.0,0.0,1.0,0.0,0.0,C,deepseek_r1,sat_en
169,"{
  ""Reasoning"": ""The passage demonstrates that detailed explanation of policies exposes ignorance, reducing extremism. Option B directly captures this outcome. Option A is partially related but oversimplifies; the focus is on moderation, not admitting wrongness. Options C and D misinterpret the passage; it addresses overconfidence, not disinterest or social avoidance."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"The passage demonstrates that detailed explanation of policies exposes ignorance, reducing extremism. Option B directly captures this outcome. Option A is partially related but oversimplifies; the focus is on moderation, not admitting wrongness. Options C and D misinterpret the passage; it addresses overconfidence, not disinterest or social avoidance.",B,0.1,0.85,0.03,0.02,0.0,B,deepseek_r1,sat_en
171,"{
  ""Reasoning"": ""Fernbach's core finding is that extremists overestimate their knowledge (illusion of explanatory depth). Detailed explanation exposes their ignorance, reducing extremism. Option D directly contradicts this by suggesting extremists have the *best* understanding, which would fundamentally undermine his hypothesis and surprise him most. Option C aligns with his findings (listing reasons doesn't change views), while A and B are less directly contradicted."",
  ""Answer"": ""D"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.1,
  ""D"": 0.7
}",D,True,False,"Fernbach's core finding is that extremists overestimate their knowledge (illusion of explanatory depth). Detailed explanation exposes their ignorance, reducing extremism. Option D directly contradicts this by suggesting extremists have the *best* understanding, which would fundamentally undermine his hypothesis and surprise him most. Option C aligns with his findings (listing reasons doesn't change views), while A and B are less directly contradicted.",D,0.1,0.1,0.1,0.7,0.0,D,deepseek_r1,sat_en
170,"{
  ""Reasoning"": ""The passage begins by introducing the 'illusion of explanatory depth' phenomenon. It then details Fernbach's experiments testing whether forcing detailed policy explanations reduces extremism, showing successful moderation. Finally, it recommends practical application (e.g., candidates providing concrete plans). This aligns perfectly with option B's structure: phenomenon → experiments → recommendation. Other options misrepresent content: no discrediting past attempts (A), no competing theories (C), and no proposal for new research (D). High confidence due to clear structural alignment."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.85,
  ""C"": 0.05,
  ""D"": 0.05
}",B,True,False,"The passage begins by introducing the 'illusion of explanatory depth' phenomenon. It then details Fernbach's experiments testing whether forcing detailed policy explanations reduces extremism, showing successful moderation. Finally, it recommends practical application (e.g., candidates providing concrete plans). This aligns perfectly with option B's structure: phenomenon → experiments → recommendation. Other options misrepresent content: no discrediting past attempts (A), no competing theories (C), and no proposal for new research (D). High confidence due to clear structural alignment.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
174,"{
""Reasoning"": ""The passage explicitly states: 'However, variation in pigmentation as a means of escaping predation has received little attention.' This directly contrasts with well-studied functions like photosynthesis and pollination, confirming camouflage has been less investigated. Options A, B, and C lack support: no mention of food sources (A), color variety isn't compared (B), and camouflage proved effective (C). Confidence is high due to explicit textual evidence."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.05,
""D"": 0.85
}",D,True,False,"The passage explicitly states: 'However, variation in pigmentation as a means of escaping predation has received little attention.' This directly contrasts with well-studied functions like photosynthesis and pollination, confirming camouflage has been less investigated. Options A, B, and C lack support: no mention of food sources (A), color variety isn't compared (B), and camouflage proved effective (C). Confidence is high due to explicit textual evidence.",D,0.05,0.05,0.05,0.85,0.0,D,deepseek_r1,sat_en
173,"{
  ""Reasoning"": ""The passage primarily details a specific study on Monotropsis odorata, demonstrating how its dried bracts serve as camouflage to reduce herbivory and increase fitness. While it mentions pollination (B) and non-photosynthetic traits (A), these are secondary. The animal-plant comparison (D) is contextual, not the core focus. The evidence is empirical and directly supports describing a defensive strategy."",
  ""Answer"": ""C"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.8,
  ""D"": 0.0
}",C,True,False,"The passage primarily details a specific study on Monotropsis odorata, demonstrating how its dried bracts serve as camouflage to reduce herbivory and increase fitness. While it mentions pollination (B) and non-photosynthetic traits (A), these are secondary. The animal-plant comparison (D) is contextual, not the core focus. The evidence is empirical and directly supports describing a defensive strategy.",C,0.1,0.1,0.8,0.0,0.0,C,deepseek_r1,sat_en
175,"{
""Reasoning"": ""The passage explains that most plants require photosynthesis, necessitating green pigmentation for chlorophyll. This restricts their coloration options, limiting defensive strategies like camouflage. Monotropsis odorata, free from photosynthesis, evolved brown camouflage bracts. Thus, photosynthetic nutrient requirements inherently constrain defensive adaptations for many plants. Confidence is high as this is directly supported by the contrast in the text."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"The passage explains that most plants require photosynthesis, necessitating green pigmentation for chlorophyll. This restricts their coloration options, limiting defensive strategies like camouflage. Monotropsis odorata, free from photosynthesis, evolved brown camouflage bracts. Thus, photosynthetic nutrient requirements inherently constrain defensive adaptations for many plants. Confidence is high as this is directly supported by the contrast in the text.",B,0.1,0.8,0.05,0.05,0.0,B,deepseek_r1,sat_en
179,"{
""Reasoning"": ""Burke consistently praises the foresight and prudence of Britain's ancestors, contrasting their cautious constitutional approach with France's revolutionary recklessness. He specifically urges imitation of their 'caution' and 'circumspection,' framing them as wise stewards whose methods preserved stability. No other option receives such direct reverence."",
""Answer"": ""B"",
""A"": 0.05,
""B"": 0.85,
""C"": 0.05,
""D"": 0.05
}",B,True,False,"Burke consistently praises the foresight and prudence of Britain's ancestors, contrasting their cautious constitutional approach with France's revolutionary recklessness. He specifically urges imitation of their 'caution' and 'circumspection,' framing them as wise stewards whose methods preserved stability. No other option receives such direct reverence.",B,0.05,0.85,0.05,0.05,0.0,B,deepseek_r1,sat_en
177,"{
  ""Reasoning"": ""Burke explicitly states that a leader proposing 'a scheme of liberty, soberly limited' (sensible moderation) would be 'immediately outbid by his competitors' and face suspicions. He notes moderation would be 'stigmatized as the virtue of cowards', confirming opponents actively undermine such positions. While Burke implies moderation is sensible, the passage emphasizes its vulnerability to sabotage, not cowardice or ignorance."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.10,
  ""D"": 0.80
}",D,True,False,"Burke explicitly states that a leader proposing 'a scheme of liberty, soberly limited' (sensible moderation) would be 'immediately outbid by his competitors' and face suspicions. He notes moderation would be 'stigmatized as the virtue of cowards', confirming opponents actively undermine such positions. While Burke implies moderation is sensible, the passage emphasizes its vulnerability to sabotage, not cowardice or ignorance.",D,0.05,0.05,0.1,0.8,0.0,D,deepseek_r1,sat_en
176,"{
""Reasoning"": ""Burke criticizes the National Assembly for prioritizing popularity over prudent governance. He argues that leaders become 'flatterers instead of legislators' when they bid for public approval, leading to reckless decisions and superficial reforms. This directly aligns with option C, while other choices lack explicit textual support."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.85,
""D"": 0.05
}",C,True,False,"Burke criticizes the National Assembly for prioritizing popularity over prudent governance. He argues that leaders become 'flatterers instead of legislators' when they bid for public approval, leading to reckless decisions and superficial reforms. This directly aligns with option C, while other choices lack explicit textual support.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
178,"{
  ""Reasoning"": ""Burke praises the British constitution as an 'invaluable treasure' and advocates for cautious, incremental reform ('when I changed, it should be to preserve'). He explicitly contrasts this with France's radical overhaul, emphasizing preservation of foundational structures while allowing measured revisions. Option B captures this wisdom in revising rather than replacing. Option A contradicts his praise; C misrepresents 'recommend' as forceful export; D ignores his acceptance of necessary changes."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.90,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"Burke praises the British constitution as an 'invaluable treasure' and advocates for cautious, incremental reform ('when I changed, it should be to preserve'). He explicitly contrasts this with France's radical overhaul, emphasizing preservation of foundational structures while allowing measured revisions. Option B captures this wisdom in revising rather than replacing. Option A contradicts his praise; C misrepresents 'recommend' as forceful export; D ignores his acceptance of necessary changes.",B,0.05,0.9,0.03,0.02,0.0,B,deepseek_r1,sat_en
172,"{
  ""Reasoning"": ""The passage shows that forcing detailed explanations of policies reduces extremism by exposing ignorance, as in Fernbach's experiments. Option B aligns with this by requiring politicians to explain policies, directly addressing the 'illusion of explanatory depth.' Option A could reinforce extremism (as people seek like-minded groups), C is irrelevant (no mention of charities), and D may not work (interacting with opponents alone doesn't target cognitive ignorance; explaining values strengthened views in the passage). Confidence is high as B is explicitly supported."",
  ""Answer"": ""B"",
  ""A"": 0.01,
  ""B"": 0.95,
  ""C"": 0.02,
  ""D"": 0.02
}",B,True,False,"The passage shows that forcing detailed explanations of policies reduces extremism by exposing ignorance, as in Fernbach's experiments. Option B aligns with this by requiring politicians to explain policies, directly addressing the 'illusion of explanatory depth.' Option A could reinforce extremism (as people seek like-minded groups), C is irrelevant (no mention of charities), and D may not work (interacting with opponents alone doesn't target cognitive ignorance; explaining values strengthened views in the passage). Confidence is high as B is explicitly supported.",B,0.01,0.95,0.02,0.02,0.0,B,deepseek_r1,sat_en
180,"{
  ""Reasoning"": ""The impact hypothesis in Passage 1 relies on geochemical evidence (like iridium) from extraterrestrial impacts around 13,000 years ago. Option D directly supports this by proposing discovery of osmium—another asteroid-derived element—in the correct timeframe. Option A's post-Younger Dryas dating contradicts the hypothesis. Option B undermines the evidence correlation. Option C's earlier cooling precedes the event. Confidence is high as D aligns perfectly with the passage's evidentiary logic."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.1,
  ""D"": 0.8
}",D,True,False,"The impact hypothesis in Passage 1 relies on geochemical evidence (like iridium) from extraterrestrial impacts around 13,000 years ago. Option D directly supports this by proposing discovery of osmium—another asteroid-derived element—in the correct timeframe. Option A's post-Younger Dryas dating contradicts the hypothesis. Option B undermines the evidence correlation. Option C's earlier cooling precedes the event. Confidence is high as D aligns perfectly with the passage's evidentiary logic.",D,0.05,0.05,0.1,0.8,0.0,D,deepseek_r1,sat_en
182,"{
  ""Reasoning"": ""Passage 2 explicitly states Meltzer's team examined the dating accuracy at 29 sites using radiocarbon/other techniques. They found only 3 sites aligned with the Younger Dryas timeframe (12.8k years ago), directly challenging the impact hypothesis. Option A matches this evidence. Options B/C/D describe unrelated evidence not attributed to Meltzer's study."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"Passage 2 explicitly states Meltzer's team examined the dating accuracy at 29 sites using radiocarbon/other techniques. They found only 3 sites aligned with the Younger Dryas timeframe (12.8k years ago), directly challenging the impact hypothesis. Option A matches this evidence. Options B/C/D describe unrelated evidence not attributed to Meltzer's study.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
181,"{
  ""Reasoning"": ""Passage 1 explicitly states: 'the rocks contain black layers of carbonized material, which the team says are the remains of wildfires that swept across the continent after the impact.' This directly links the carbonized material to fires (Option C). Other options (climate cooling, extinctions, iridium) are mentioned as separate consequences, not the cause of the carbonized layers. Confidence is high due to clear textual evidence."",
  ""Answer"": ""C"",
  ""A"": 0.0,
  ""B"": 0.0,
  ""C"": 0.99,
  ""D"": 0.01
}",C,True,False,"Passage 1 explicitly states: 'the rocks contain black layers of carbonized material, which the team says are the remains of wildfires that swept across the continent after the impact.' This directly links the carbonized material to fires (Option C). Other options (climate cooling, extinctions, iridium) are mentioned as separate consequences, not the cause of the carbonized layers. Confidence is high due to clear textual evidence.",C,0.0,0.0,0.99,0.01,0.0,C,deepseek_r1,sat_en
183,"{
""Reasoning"": ""Passage 1 introduces the Younger Dryas impact hypothesis, presenting evidence supporting it. Passage 2 directly challenges this hypothesis by contesting its evidence and dating methods, citing critiques from specialists and Meltzer's study. This constitutes a clear critique rather than an explanation (B), implications (C), or supporting evidence (D). Confidence is high as Passage 2 explicitly disputes Passage 1's claims."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Passage 1 introduces the Younger Dryas impact hypothesis, presenting evidence supporting it. Passage 2 directly challenges this hypothesis by contesting its evidence and dating methods, citing critiques from specialists and Meltzer's study. This constitutes a clear critique rather than an explanation (B), implications (C), or supporting evidence (D). Confidence is high as Passage 2 explicitly disputes Passage 1's claims.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
185,"{
""Reasoning"": ""Meltzer's findings challenge the dating of evidence sites, showing only 3 of 29 sites align with the Younger Dryas onset timeline. If accurate, the glass/carbon spherules (impact evidence from Passage 1) could originate from non-Younger Dryas time periods. This directly supports option A. Other options contradict the passages: B reverses cause/effect (spherules proposed as cause of cooling, not product), C/D lack textual support."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Meltzer's findings challenge the dating of evidence sites, showing only 3 of 29 sites align with the Younger Dryas onset timeline. If accurate, the glass/carbon spherules (impact evidence from Passage 1) could originate from non-Younger Dryas time periods. This directly supports option A. Other options contradict the passages: B reverses cause/effect (spherules proposed as cause of cooling, not product), C/D lack textual support.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
187,"{
  ""Reasoning"": ""Harouni provides the motorcycle primarily because it benefits him. The passage states that Harouni 'didn’t particularly care one way or the other, except that it touched on his comfort—a matter of great interest to him.' Nawab’s improved efficiency directly maintains Harouni’s mechanical systems and lands. His indifference to Nawab’s family or eloquence, and Nawab’s non-threatening plea, rule out other options."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.02,
  ""D"": 0.03
}",B,True,False,"Harouni provides the motorcycle primarily because it benefits him. The passage states that Harouni 'didn’t particularly care one way or the other, except that it touched on his comfort—a matter of great interest to him.' Nawab’s improved efficiency directly maintains Harouni’s mechanical systems and lands. His indifference to Nawab’s family or eloquence, and Nawab’s non-threatening plea, rule out other options.",B,0.1,0.85,0.02,0.03,0.0,B,deepseek_r1,sat_en
186,"{
""Reasoning"": ""The first paragraph introduces Nawab's motivation (his twelve daughters) and immediately details his multiple income sources—flour mill, fish farming, radio repairs, and watch fixing—emphasizing his resourcefulness. While his daughters are mentioned as a catalyst, the bulk of the paragraph focuses on his ventures. Option C directly captures this purpose. Options A, B, and D are unsupported: no fatherly interactions (A), no daily schedule (B), and Harouni isn't mentioned until later (D). Confidence is high."",
""Answer"": ""C"",
""A"": 0.1,
""B"": 0.1,
""C"": 0.7,
""D"": 0.1
}",C,True,False,"The first paragraph introduces Nawab's motivation (his twelve daughters) and immediately details his multiple income sources—flour mill, fish farming, radio repairs, and watch fixing—emphasizing his resourcefulness. While his daughters are mentioned as a catalyst, the bulk of the paragraph focuses on his ventures. Option C directly captures this purpose. Options A, B, and D are unsupported: no fatherly interactions (A), no daily schedule (B), and Harouni isn't mentioned until later (D). Confidence is high.",C,0.1,0.1,0.7,0.1,0.0,C,deepseek_r1,sat_en
184,"{
  ""Reasoning"": ""Both passages highlight significant scientific debate around the impact hypothesis. Passage 1 acknowledges competing explanations and skepticism, while Passage 2 details explicit challenges to evidence and dating methods, with proponents defending their stance. This establishes controversy (D) as the primary characterization. Option C is partially supported in Passage 2's mention of public appeal but is secondary to the core scientific conflict. Options A and B are less aligned: evidence is presented (contradicting A), and while evaluation is complex (B), the emphasis is on active disagreement."",
  ""Answer"": ""D"",
  ""A"": 0.0,
  ""B"": 0.1,
  ""C"": 0.2,
  ""D"": 0.7
}",D,True,False,"Both passages highlight significant scientific debate around the impact hypothesis. Passage 1 acknowledges competing explanations and skepticism, while Passage 2 details explicit challenges to evidence and dating methods, with proponents defending their stance. This establishes controversy (D) as the primary characterization. Option C is partially supported in Passage 2's mention of public appeal but is secondary to the core scientific conflict. Options A and B are less aligned: evidence is presented (contradicting A), and while evaluation is complex (B), the emphasis is on active disagreement.",D,0.0,0.1,0.2,0.7,0.0,D,deepseek_r1,sat_en
188,"{
  ""Reasoning"": ""The passage explicitly states that the farm managers reacted with 'disgust' when Nawab received the motorcycle: 'much to the disgust of the farm managers, Nawab received a brand-new motorcycle.' No other reactions (happiness, envy, indifference) are mentioned or implied, making this a direct textual fact with high confidence."",
  ""Answer"": ""A"",
  ""A"": 0.98,
  ""B"": 0.01,
  ""C"": 0.01,
  ""D"": 0.00
}",A,True,False,"The passage explicitly states that the farm managers reacted with 'disgust' when Nawab received the motorcycle: 'much to the disgust of the farm managers, Nawab received a brand-new motorcycle.' No other reactions (happiness, envy, indifference) are mentioned or implied, making this a direct textual fact with high confidence.",A,0.98,0.01,0.01,0.0,0.0,A,deepseek_r1,sat_en
192,"{
  ""Reasoning"": ""The passage highlights a shift in public expectation: people want news to be 'informative rather than authoritative' and presented 'as raw as it is, without putting their slant on it.' This directly aligns with avoiding journalists' personal judgments (Option A). Option B contradicts 'sufficient information,' Option C isn't addressed, and Option D pertains to private knowledge, which the passage distinguishes from public matters."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The passage highlights a shift in public expectation: people want news to be 'informative rather than authoritative' and presented 'as raw as it is, without putting their slant on it.' This directly aligns with avoiding journalists' personal judgments (Option A). Option B contradicts 'sufficient information,' Option C isn't addressed, and Option D pertains to private knowledge, which the passage distinguishes from public matters.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
